64972219	20 Quickstep Ln APT 2	 San Francisco	CA	94115	2 beds	1 bath	840 sqft	$808,826
15109582	1669 15th Ave	 San Francisco	CA	94122	7 beds	4 baths	3,681 sqft	$2,455,592
15155974	1129 Mendell St	 San Francisco	CA	94124	Studio	-- baths	912 sqft	$632,306
15162772	312 Cortland Ave	 San Francisco	CA	94110	3 beds	2 baths	1,200 sqft	$1,137,706
15162462	600 Eugenia Ave	 San Francisco	CA	94110	4 beds	2 baths	1,901 sqft	$1,619,501
15064354	358-360 Lombard St	 San Francisco	CA	94133	-- beds	-- baths	1,924 sqft	$2,861,672
15129550	4555 19th St	 San Francisco	CA	94114	4 beds	4 baths	4,072 sqft	$1,977,936
15178914	850C Brunswick St	 San Francisco	CA	94112	4 beds	3 baths	2,178 sqft	$1,138,948
15185234	50 Burnside Ave	 San Francisco	CA	94131	2 beds	1 bath	1,273 sqft	$1,227,783
2100435456	280 10th Ave	 San Francisco	CA	94118	-- beds	-- baths	-- sqft	$2,463,135
15100736	855 La Playa St APT 159	 San Francisco	CA	94121	2 beds	2 baths	1,178 sqft	$802,637
111929260	830 Minnesota St	 San Francisco	CA	94107	2 beds	3 baths	1,659 sqft	$1,683,099
